gene	MvsTFC	MvsTpval	MvsLFC	MvsLpval	MvsSFC	MvsSpval	TvsLFC	TvsLpval	TvsSFC	TvsSpval	LvsSFC	LvsSpval
SCO5890	19,45	1,E-16	119,54	2,E-32	200,05	2,E-37	6,15	3,E-08	10,29	2,E-12	1,67	8,E-02
SCO5891	19,36	1,E-16	128,65	7,E-35	220,45	2,E-40	6,64	1,E-09	11,38	1,E-14	1,71	5,E-02
SCO5892	20,41	1,E-13	176,83	9,E-29	287,55	2,E-32	8,66	7,E-09	14,09	2,E-12	1,63	1,E-01
SCO5893	16,59	1,E-12	204,53	2,E-33	307,26	4,E-37	12,33	5,E-13	18,52	7,E-17	1,50	2,E-01
SCO5894	12,91	4,E-10	144,29	5,E-28	208,67	4,E-31	11,18	3,E-11	16,17	2,E-14	1,45	2,E-01
SCO5895	15,85	1,E-13	201,34	1,E-35	316,63	6,E-40	12,70	9,E-14	19,97	3,E-18	1,57	1,E-01
SCO5896	13,18	3,E-11	187,17	1,E-30	269,93	1,E-33	14,20	1,E-12	20,48	1,E-15	1,44	2,E-01
SCO5897	6,31	8,E-07	106,63	1,E-25	137,22	1,E-27	16,89	3,E-13	21,74	2,E-15	1,29	4,E-01
SCO5898	4,57	3,E-07	72,45	7,E-36	64,79	1,E-34	15,87	3,E-20	14,19	2,E-19	0,89	7,E-01
SCO5899	3,42	6,E-04	44,52	2,E-20	54,98	4,E-22	13,01	3,E-12	16,06	4,E-14	1,23	5,E-01
SCO5901	0,41	3,E-03	0,39	2,E-03	0,20	3,E-07	0,94	8,E-01	0,49	2,E-02	0,51	3,E-02
SCO5904	0,93	7,E-01	0,45	5,E-03	0,55	3,E-02	0,49	2,E-02	0,59	7,E-02	1,21	5,E-01
SCO5905	0,87	5,E-01	0,43	1,E-04	0,29	4,E-08	0,49	2,E-03	0,33	9,E-07	0,67	9,E-02
SCO5908	1,84	5,E-02	0,91	1,E+00	0,65	4,E-01	0,49	4,E-02	0,36	3,E-03	0,72	5,E-01
SCO5909	2,56	4,E-03	1,24	6,E-01	1,14	8,E-01	0,49	2,E-02	0,44	9,E-03	0,91	9,E-01
SCO5911	1,14	6,E-01	2,92	1,E-05	4,93	6,E-11	2,57	5,E-05	4,33	3,E-10	1,69	2,E-02
SCO5912	0,84	5,E-01	0,74	3,E-01	1,62	7,E-02	0,87	7,E-01	1,91	1,E-02	2,19	4,E-03
SCO5913	0,93	1,E+00	0,52	2,E-01	3,04	2,E-03	0,57	2,E-01	3,28	8,E-04	5,79	2,E-05
SCO5915	2,47	4,E-02	1,99	1,E-01	1,99	1,E-01	0,81	7,E-01	0,80	6,E-01	1,00	9,E-01
SCO5920	0,18	8,E-08	0,07	1,E-13	0,05	3,E-17	0,40	1,E-02	0,26	1,E-04	0,64	2,E-01
SCO5921	0,08	2,E-05	0,07	5,E-06	0,10	6,E-05	0,81	7,E-01	1,20	7,E-01	1,48	5,E-01
SCO5929	1,56	3,E-02	0,82	5,E-01	0,19	2,E-10	0,53	5,E-03	0,12	6,E-17	0,24	1,E-08
SCO5930	1,10	7,E-01	0,27	1,E-06	0,09	3,E-15	0,25	1,E-07	0,09	8,E-17	0,34	2,E-03
SCO5931	1,71	2,E-01	1,36	6,E-01	2,97	4,E-03	0,80	6,E-01	1,73	7,E-02	2,18	2,E-02
SCO5933	0,56	7,E-02	0,43	2,E-02	0,37	4,E-03	0,78	5,E-01	0,67	3,E-01	0,86	7,E-01
SCO5936	0,92	9,E-01	0,48	4,E-02	0,64	2,E-01	0,52	6,E-02	0,69	3,E-01	1,34	4,E-01
SCO5937	0,87	9,E-01	0,39	7,E-03	0,71	4,E-01	0,46	1,E-02	0,82	5,E-01	1,80	7,E-02
SCO5938	0,79	2,E-01	0,41	2,E-05	0,56	3,E-03	0,53	2,E-03	0,71	9,E-02	1,35	2,E-01
SCO5940	1,11	6,E-01	0,58	4,E-02	0,38	7,E-04	0,52	1,E-02	0,34	7,E-05	0,66	2,E-01
SCO5941	1,06	9,E-01	0,61	8,E-02	0,41	1,E-03	0,57	5,E-02	0,39	4,E-04	0,67	2,E-01
SCO5952	2,65	2,E-06	5,91	2,E-17	9,29	6,E-25	2,23	4,E-05	3,50	2,E-10	1,57	2,E-02
SCO5953	2,47	9,E-06	3,90	5,E-11	8,33	2,E-22	1,58	2,E-02	3,38	2,E-09	2,13	2,E-04
SCO5954	1,70	4,E-02	2,55	3,E-04	11,29	1,E-20	1,50	1,E-01	6,64	2,E-15	4,43	3,E-10
SCO5955	1,42	1,E-01	0,88	6,E-01	0,61	5,E-02	0,62	3,E-02	0,43	3,E-04	0,70	2,E-01
SCO5956	0,86	5,E-01	0,61	3,E-02	0,45	4,E-04	0,71	1,E-01	0,53	4,E-03	0,74	2,E-01
SCO5957	0,68	2,E-01	0,60	5,E-02	0,20	2,E-08	0,88	6,E-01	0,29	1,E-05	0,33	2,E-04
SCO5958	0,55	6,E-03	0,46	4,E-04	0,19	6,E-12	0,83	4,E-01	0,35	1,E-05	0,42	4,E-04
SCO5959	0,46	3,E-02	0,53	7,E-02	0,18	1,E-05	1,17	7,E-01	0,40	2,E-02	0,34	6,E-03
SCO5960	0,54	5,E-03	0,94	7,E-01	0,37	2,E-05	1,76	2,E-02	0,69	1,E-01	0,39	1,E-04
SCO5961	0,63	4,E-02	1,19	7,E-01	0,51	4,E-03	1,88	1,E-02	0,80	4,E-01	0,43	8,E-04
SCO5967	0,83	4,E-01	0,66	4,E-02	0,46	1,E-04	0,79	3,E-01	0,55	3,E-03	0,70	7,E-02
SCO5968	0,54	3,E-03	0,34	7,E-08	0,17	6,E-17	0,62	1,E-02	0,31	1,E-08	0,50	1,E-03
SCO5970	0,87	4,E-01	2,62	8,E-05	11,27	3,E-24	3,02	1,E-06	12,99	2,E-29	4,30	4,E-12
SCO5972	0,81	2,E-01	0,94	7,E-01	0,42	3,E-05	1,17	5,E-01	0,52	2,E-03	0,44	1,E-04
SCO5973	0,84	3,E-01	1,07	8,E-01	0,47	2,E-04	1,28	2,E-01	0,56	5,E-03	0,44	8,E-05
SCO5975	3,59	1,E-09	5,54	9,E-16	9,01	1,E-23	1,55	3,E-02	2,51	4,E-06	1,63	1,E-02
SCO5976	1,35	2,E-01	3,38	1,E-08	1,60	3,E-02	2,50	8,E-06	1,18	4,E-01	0,47	2,E-04
SCO5977	0,38	2,E-03	0,66	2,E-01	0,23	1,E-05	1,74	1,E-01	0,61	2,E-01	0,35	2,E-03
SCO5978	0,37	6,E-04	0,21	7,E-07	0,44	4,E-03	0,57	9,E-02	1,20	6,E-01	2,13	2,E-02
SCO5979	0,40	1,E-01	0,20	2,E-02	1,25	9,E-01	0,51	4,E-01	3,13	9,E-02	6,17	1,E-02
SCO5980	0,91	8,E-01	0,33	3,E-02	1,27	8,E-01	0,36	5,E-02	1,40	5,E-01	3,89	1,E-02
SCO5981	1,07	7,E-01	0,28	2,E-08	0,06	2,E-26	0,26	3,E-09	0,06	5,E-28	0,23	3,E-08
SCO5982	0,93	8,E-01	0,26	2,E-10	0,05	1,E-36	0,28	8,E-10	0,05	5,E-36	0,18	3,E-13
SCO5983	1,01	1,E+00	0,72	5,E-01	3,82	1,E-04	0,72	4,E-01	3,79	5,E-05	5,28	4,E-06
SCO5986	1,98	3,E-03	1,85	7,E-03	2,26	4,E-04	0,93	8,E-01	1,14	6,E-01	1,23	4,E-01
SCO5987	2,14	3,E-01	2,79	1,E-01	14,81	3,E-05	1,31	7,E-01	6,92	6,E-04	5,30	3,E-03
SCO5991	1,24	3,E-01	0,58	9,E-03	0,40	2,E-05	0,47	2,E-04	0,33	9,E-08	0,69	1,E-01
SCO5992	1,07	8,E-01	0,70	2,E-01	0,31	4,E-05	0,66	1,E-01	0,29	6,E-06	0,44	5,E-03
SCO5993	0,84	6,E-01	0,73	3,E-01	0,42	4,E-03	0,87	6,E-01	0,49	1,E-02	0,57	7,E-02
SCO5994	0,83	5,E-01	0,62	8,E-02	0,33	3,E-04	0,74	3,E-01	0,40	2,E-03	0,54	7,E-02
SCO5995	2,57	7,E-06	15,50	1,E-33	27,38	8,E-45	6,03	6,E-18	10,64	1,E-28	1,77	4,E-03
SCO5996	2,32	6,E-05	11,12	7,E-28	20,62	1,E-39	4,79	2,E-14	8,88	2,E-25	1,85	2,E-03
SCO6001	1,02	1,E+00	1,57	3,E-02	3,25	1,E-08	1,54	3,E-02	3,20	5,E-09	2,07	2,E-04
SCO6004	2,08	8,E-04	1,56	3,E-02	4,36	2,E-11	0,75	2,E-01	2,10	3,E-04	2,80	2,E-06
SCO6005	3,16	9,E-07	3,75	8,E-09	6,63	1,E-15	1,19	4,E-01	2,10	5,E-04	1,77	1,E-02
SCO6006	2,87	5,E-06	2,63	2,E-05	4,54	6,E-11	0,92	7,E-01	1,58	3,E-02	1,73	1,E-02
SCO6007	3,24	2,E-07	3,35	6,E-08	4,46	3,E-11	1,03	9,E-01	1,38	1,E-01	1,33	2,E-01
SCO6008	4,92	4,E-05	2,69	8,E-03	1,72	1,E-01	0,55	1,E-01	0,35	4,E-03	0,64	2,E-01
SCO6009	2,88	2,E-07	1,04	9,E-01	0,41	3,E-06	0,36	2,E-07	0,14	8,E-22	0,39	2,E-06
SCO6010	2,33	3,E-05	0,79	2,E-01	0,25	2,E-12	0,34	5,E-08	0,11	7,E-27	0,31	6,E-09
SCO6011	2,34	3,E-05	0,74	9,E-02	0,21	1,E-14	0,32	5,E-09	0,09	9,E-30	0,29	7,E-10
SCO6018	0,91	7,E-01	0,62	4,E-02	0,45	6,E-04	0,68	1,E-01	0,49	2,E-03	0,73	2,E-01
SCO6019	0,66	4,E-02	0,18	1,E-16	0,12	5,E-23	0,27	2,E-10	0,18	4,E-16	0,69	6,E-02
SCO6020	0,83	7,E-01	0,20	2,E-03	0,11	2,E-05	0,25	7,E-03	0,13	1,E-04	0,53	2,E-01
SCO6021	0,58	2,E-01	0,17	1,E-03	0,20	2,E-03	0,30	3,E-02	0,34	4,E-02	1,14	8,E-01
SCO6022	0,83	7,E-01	0,12	1,E-03	0,11	6,E-04	0,14	3,E-03	0,13	2,E-03	0,91	9,E-01
SCO6023	0,84	7,E-01	0,10	2,E-04	0,10	2,E-04	0,12	8,E-04	0,12	5,E-04	0,99	1,E+00
SCO6024	0,68	7,E-02	0,06	1,E-27	0,07	1,E-27	0,09	4,E-21	0,10	1,E-21	1,04	9,E-01
SCO6025	0,89	7,E-01	0,11	6,E-19	0,10	5,E-21	0,13	1,E-17	0,11	4,E-20	0,89	7,E-01
SCO6029	1,11	9,E-01	2,81	2,E-01	5,60	2,E-02	2,54	2,E-01	5,07	2,E-02	2,00	3,E-01
SCO6031	0,75	1,E-01	0,43	1,E-05	0,29	4,E-10	0,57	4,E-03	0,38	1,E-06	0,67	5,E-02
SCO6033	1,07	1,E+00	2,25	2,E-01	11,86	3,E-05	2,10	2,E-01	11,06	2,E-05	5,27	2,E-03
SCO6034	0,72	4,E-01	1,23	7,E-01	7,54	5,E-06	1,70	2,E-01	10,44	6,E-08	6,15	2,E-05
SCO6035	0,54	2,E-01	0,86	7,E-01	3,78	2,E-02	1,59	4,E-01	6,96	2,E-04	4,38	4,E-03
SCO6036	1,03	1,E+00	0,95	1,E+00	4,39	1,E-04	0,92	9,E-01	4,26	4,E-05	4,61	6,E-05
SCO6037	0,57	6,E-02	0,51	4,E-02	1,56	1,E-01	0,90	8,E-01	2,75	3,E-04	3,04	2,E-04
SCO6040	1,38	6,E-01	1,34	6,E-01	3,85	3,E-02	0,97	1,E+00	2,78	7,E-02	2,86	7,E-02
SCO6041	0,86	6,E-01	0,70	9,E-02	1,81	3,E-03	0,81	3,E-01	2,09	2,E-04	2,59	2,E-06
SCO6045	2,78	1,E-03	0,55	1,E-01	0,23	2,E-04	0,20	6,E-06	0,08	5,E-11	0,42	2,E-02
SCO6046	1,02	9,E-01	0,61	2,E-02	0,50	1,E-03	0,60	1,E-02	0,49	6,E-04	0,82	4,E-01
SCO6047	1,57	5,E-02	0,74	3,E-01	0,64	1,E-01	0,47	3,E-03	0,41	3,E-04	0,87	6,E-01
SCO6048	1,41	1,E-01	0,66	2,E-01	0,66	2,E-01	0,47	6,E-03	0,47	4,E-03	1,00	1,E+00
SCO6052	2,09	3,E-04	0,81	6,E-01	1,30	1,E-01	0,39	5,E-05	0,62	3,E-02	1,61	5,E-02
SCO6053	0,80	4,E-01	0,86	6,E-01	1,99	2,E-02	1,08	8,E-01	2,50	1,E-03	2,32	4,E-03
SCO6054	0,70	5,E-01	1,16	7,E-01	2,44	5,E-02	1,66	3,E-01	3,49	6,E-03	2,10	1,E-01
SCO6055	0,70	6,E-01	1,25	6,E-01	3,97	7,E-03	1,78	3,E-01	5,64	1,E-03	3,17	3,E-02
SCO6056	0,88	9,E-01	0,92	9,E-01	2,82	3,E-02	1,04	9,E-01	3,21	1,E-02	3,07	2,E-02
SCO6057	0,70	6,E-02	0,48	1,E-04	0,49	3,E-04	0,68	5,E-02	0,70	8,E-02	1,04	8,E-01
SCO6059	1,18	5,E-01	4,65	3,E-07	7,15	2,E-10	3,94	6,E-06	6,06	3,E-09	1,54	1,E-01
SCO6066	1,76	6,E-03	0,78	2,E-01	0,65	4,E-02	0,44	9,E-05	0,37	1,E-06	0,84	4,E-01
SCO6067	1,71	1,E-02	0,85	4,E-01	0,61	1,E-02	0,50	6,E-04	0,35	4,E-07	0,71	1,E-01
SCO6068	1,90	2,E-02	0,92	8,E-01	0,79	4,E-01	0,49	8,E-03	0,42	8,E-04	0,86	5,E-01
SCO6069	1,77	4,E-03	0,80	3,E-01	0,73	1,E-01	0,45	7,E-05	0,41	6,E-06	0,91	6,E-01
SCO6070	2,34	1,E-03	1,00	1,E+00	0,85	5,E-01	0,43	9,E-04	0,36	4,E-05	0,85	5,E-01
SCO6071	0,95	7,E-01	0,60	8,E-03	0,41	8,E-06	0,63	2,E-02	0,43	4,E-05	0,68	7,E-02
SCO6073	3,02	8,E-04	27,92	4,E-20	6,41	2,E-08	9,26	9,E-12	2,13	1,E-02	0,23	2,E-06
SCO6074	2,59	8,E-04	26,15	5,E-34	3,99	3,E-07	10,11	4,E-23	1,54	6,E-02	0,15	8,E-17
SCO6075	0,87	6,E-01	0,37	1,E-05	0,11	1,E-19	0,42	1,E-04	0,13	3,E-18	0,30	3,E-07
SCO6076	1,82	3,E-03	3,60	6,E-10	5,77	2,E-16	1,98	8,E-04	3,17	1,E-08	1,60	2,E-02
SCO6077	1,52	4,E-02	3,20	4,E-08	3,70	1,E-09	2,10	3,E-04	2,43	2,E-05	1,16	5,E-01
SCO6078	2,45	1,E-05	9,53	5,E-25	10,74	3,E-27	3,88	3,E-11	4,38	3,E-13	1,13	5,E-01
SCO6079	1,72	1,E-02	2,05	5,E-04	1,90	2,E-03	1,19	4,E-01	1,10	6,E-01	0,93	7,E-01
SCO6080	3,52	1,E-03	3,57	8,E-04	4,58	9,E-05	1,01	9,E-01	1,30	5,E-01	1,28	5,E-01
SCO6082	1,31	2,E-01	1,66	1,E-02	2,21	9,E-05	1,26	2,E-01	1,69	8,E-03	1,34	2,E-01
SCO6083	0,63	1,E-02	0,75	1,E-01	0,47	8,E-05	1,18	4,E-01	0,74	1,E-01	0,63	2,E-02
SCO6085	0,85	4,E-01	0,54	2,E-03	0,46	2,E-04	0,64	2,E-02	0,55	3,E-03	0,85	5,E-01
SCO6086	0,93	7,E-01	0,98	9,E-01	2,69	4,E-05	1,05	8,E-01	2,90	3,E-06	2,76	2,E-05
SCO6087	0,83	5,E-01	0,75	3,E-01	2,07	3,E-03	0,91	8,E-01	2,49	1,E-04	2,74	4,E-05
SCO6088	0,88	4,E-01	0,93	6,E-01	1,99	5,E-03	1,06	8,E-01	2,26	2,E-04	2,14	8,E-04
SCO6091	1,03	9,E-01	1,64	2,E-02	2,11	5,E-04	1,59	3,E-02	2,04	6,E-04	1,29	2,E-01
SCO6093	6,55	2,E-03	0,38	8,E-02	1,58	4,E-01	0,06	6,E-06	0,24	1,E-02	4,20	1,E-02
SCO6094	6,41	3,E-03	0,33	5,E-02	2,28	2,E-01	0,05	4,E-06	0,36	7,E-02	6,89	1,E-03
SCO6095	6,17	3,E-03	0,44	1,E-01	2,56	1,E-01	0,07	1,E-05	0,42	1,E-01	5,83	2,E-03
SCO6096	5,61	2,E-03	0,35	3,E-02	2,02	2,E-01	0,06	1,E-06	0,36	5,E-02	5,83	9,E-04
SCO6097	5,79	3,E-03	0,44	1,E-01	3,97	1,E-02	0,08	1,E-05	0,69	5,E-01	9,06	9,E-05
SCO6098	5,23	5,E-03	0,40	8,E-02	4,48	9,E-03	0,08	1,E-05	0,86	8,E-01	11,24	3,E-05
SCO6099	4,27	1,E-02	0,37	4,E-02	4,25	1,E-02	0,09	2,E-05	1,00	1,E+00	11,62	1,E-05
SCO6100	5,97	1,E-03	0,56	2,E-01	7,53	3,E-04	0,09	1,E-05	1,26	6,E-01	13,47	1,E-06
SCO6101	4,12	3,E-03	0,23	4,E-04	6,14	8,E-05	0,06	7,E-10	1,49	3,E-01	26,51	4,E-12
SCO6102	4,02	3,E-02	0,33	2,E-02	7,99	7,E-04	0,08	2,E-05	1,99	2,E-01	23,97	2,E-07
SCO6104	1,45	3,E-02	2,21	3,E-05	4,89	3,E-15	1,52	3,E-02	3,37	9,E-10	2,22	4,E-05
SCO6106	1,21	3,E-01	2,41	1,E-05	3,27	6,E-09	1,99	6,E-04	2,70	6,E-07	1,36	1,E-01
SCO6108	4,10	4,E-06	3,54	2,E-05	0,76	4,E-01	0,86	6,E-01	0,19	3,E-08	0,21	4,E-07
SCO6109	4,28	1,E-07	3,63	2,E-06	0,91	8,E-01	0,85	5,E-01	0,21	1,E-08	0,25	3,E-07
SCO6112	0,99	9,E-01	1,03	8,E-01	1,99	5,E-03	1,04	9,E-01	2,00	5,E-03	1,92	1,E-02
SCO6113	1,30	4,E-01	1,33	3,E-01	2,61	8,E-04	1,02	1,E+00	2,01	9,E-03	1,97	2,E-02
SCO6114	1,29	6,E-01	1,47	4,E-01	3,22	8,E-03	1,14	7,E-01	2,49	3,E-02	2,19	7,E-02
SCO6118	1,44	9,E-02	0,83	5,E-01	0,71	2,E-01	0,58	2,E-02	0,50	2,E-03	0,86	5,E-01
SCO6120	1,91	3,E-02	1,66	9,E-02	10,94	5,E-19	0,87	6,E-01	5,73	2,E-13	6,57	3,E-14
SCO6121	0,55	4,E-02	1,48	1,E-01	0,65	2,E-01	2,70	2,E-04	1,20	5,E-01	0,44	3,E-03
SCO6122	0,67	3,E-01	2,14	4,E-02	0,82	6,E-01	3,17	1,E-03	1,21	6,E-01	0,38	7,E-03
SCO6124	5,43	3,E-03	2,41	1,E-01	0,25	9,E-03	0,44	9,E-02	0,05	2,E-07	0,10	8,E-05
SCO6125	4,09	9,E-04	1,57	3,E-01	0,39	2,E-02	0,38	1,E-02	0,10	3,E-08	0,25	9,E-04
SCO6127	0,84	5,E-01	1,63	4,E-02	2,77	1,E-05	1,96	4,E-03	3,31	2,E-07	1,69	2,E-02
SCO6128	2,21	3,E-04	2,45	3,E-05	4,32	8,E-11	1,11	6,E-01	1,96	2,E-03	1,76	1,E-02
SCO6129	1,53	1,E-01	9,21	5,E-21	18,79	2,E-33	6,01	2,E-16	12,27	2,E-29	2,04	5,E-04
SCO6131	1,02	1,E+00	3,18	6,E-05	2,12	7,E-03	3,12	7,E-05	2,08	7,E-03	0,67	2,E-01
SCO6132	1,00	1,E+00	0,36	3,E-06	0,26	3,E-09	0,36	4,E-06	0,26	2,E-09	0,73	2,E-01
SCO6133	1,10	6,E-01	0,42	3,E-05	0,27	5,E-10	0,38	2,E-06	0,25	9,E-12	0,64	3,E-02
SCO6134	1,42	5,E-02	0,46	3,E-04	0,41	4,E-05	0,32	4,E-08	0,29	1,E-09	0,90	6,E-01
SCO6135	1,78	6,E-03	0,40	1,E-04	0,48	2,E-03	0,22	9,E-11	0,27	4,E-09	1,21	4,E-01
SCO6136	1,18	4,E-01	0,33	6,E-08	0,26	1,E-10	0,28	5,E-10	0,22	3,E-13	0,80	3,E-01
SCO6141	1,15	3,E-01	3,06	1,E-06	2,13	7,E-04	2,65	6,E-05	1,85	1,E-02	0,70	1,E-01
SCO6145	7,44	6,E-16	34,34	2,E-43	235,41	2,E-85	4,62	4,E-13	31,66	5,E-52	6,86	4,E-21
SCO6146	3,16	3,E-04	24,30	9,E-29	108,35	2,E-56	7,69	2,E-17	34,29	3,E-45	4,46	2,E-12
SCO6149	0,57	1,E-02	0,45	3,E-04	0,25	8,E-10	0,78	3,E-01	0,43	1,E-04	0,55	8,E-03
SCO6150	0,89	7,E-01	1,28	3,E-01	2,49	1,E-04	1,44	1,E-01	2,79	1,E-05	1,94	5,E-03
SCO6151	1,17	5,E-01	2,33	6,E-04	5,47	2,E-12	1,99	5,E-03	4,67	2,E-11	2,35	1,E-04
SCO6154	1,81	6,E-03	4,18	4,E-10	14,93	4,E-30	2,31	2,E-04	8,24	8,E-22	3,57	9,E-10
SCO6155	2,16	2,E-04	8,29	3,E-21	16,68	5,E-34	3,84	2,E-10	7,73	6,E-22	2,01	4,E-04
SCO6156	2,92	5,E-06	2,21	1,E-03	4,85	9,E-12	0,76	2,E-01	1,66	1,E-02	2,20	2,E-04
SCO6157	0,79	2,E-01	3,15	1,E-08	4,04	6,E-12	3,98	1,E-11	5,10	4,E-16	1,28	2,E-01
SCO6158	0,76	2,E-01	0,07	1,E-29	0,57	5,E-03	0,10	2,E-24	0,74	1,E-01	7,60	1,E-19
SCO6159	0,71	8,E-02	0,56	3,E-03	0,43	2,E-05	0,78	2,E-01	0,60	1,E-02	0,77	2,E-01
SCO6160	0,37	3,E-03	0,80	5,E-01	0,52	5,E-02	2,16	3,E-02	1,40	3,E-01	0,65	2,E-01
SCO6168	0,76	2,E-01	0,43	2,E-04	1,01	9,E-01	0,57	1,E-02	1,33	2,E-01	2,34	2,E-04
SCO6169	0,56	6,E-03	0,57	5,E-03	0,39	4,E-06	1,01	1,E+00	0,69	6,E-02	0,69	6,E-02
SCO6170	14,03	3,E-03	1,16	8,E-01	1,64	6,E-01	0,08	5,E-03	0,12	1,E-02	1,41	7,E-01
SCO6171	11,68	5,E-03	1,03	8,E-01	1,26	7,E-01	0,09	9,E-03	0,11	1,E-02	1,22	9,E-01
SCO6172	4,86	2,E-02	0,85	1,E+00	0,82	1,E+00	0,17	2,E-02	0,17	2,E-02	0,97	9,E-01
SCO6176	0,73	2,E-01	2,57	2,E-04	5,48	3,E-11	3,54	6,E-07	7,54	1,E-15	2,13	1,E-03
SCO6177	0,55	4,E-03	0,30	1,E-08	0,27	7,E-10	0,54	3,E-03	0,48	6,E-04	0,89	7,E-01
SCO6178	0,58	6,E-03	0,30	4,E-09	0,33	5,E-08	0,52	1,E-03	0,57	5,E-03	1,09	6,E-01
SCO6179	0,32	2,E-07	0,22	6,E-11	0,50	1,E-03	0,71	1,E-01	1,57	3,E-02	2,23	4,E-04
SCO6180	0,68	2,E-01	1,36	4,E-01	1,64	1,E-01	2,02	3,E-02	2,42	3,E-03	1,20	5,E-01
SCO6192	1,27	4,E-01	1,96	2,E-02	3,11	2,E-05	1,54	1,E-01	2,44	2,E-04	1,58	5,E-02
SCO6194	1,90	2,E-03	1,55	3,E-02	2,45	2,E-05	0,82	4,E-01	1,29	2,E-01	1,58	4,E-02
SCO6195	8,39	5,E-06	3,71	3,E-03	18,31	3,E-09	0,44	6,E-02	2,18	7,E-02	4,94	3,E-04
SCO6196	5,93	2,E-06	3,54	4,E-04	16,52	2,E-12	0,60	2,E-01	2,79	4,E-03	4,67	2,E-05
SCO6197	5,87	2,E-12	6,10	5,E-13	5,53	7,E-12	1,04	9,E-01	0,94	8,E-01	0,91	7,E-01
SCO6198	7,12	2,E-16	18,41	1,E-31	15,82	3,E-29	2,59	1,E-05	2,22	2,E-04	0,86	5,E-01
SCO6199	5,14	4,E-14	14,38	5,E-32	8,44	3,E-22	2,80	4,E-07	1,64	1,E-02	0,59	6,E-03
SCO6200	1,59	1,E-01	6,69	3,E-11	18,66	4,E-25	4,22	5,E-08	11,77	5,E-22	2,79	6,E-06
SCO6201	1,90	3,E-02	3,26	2,E-05	3,61	2,E-06	1,72	3,E-02	1,90	8,E-03	1,11	7,E-01
SCO6202	2,94	2,E-04	2,57	1,E-03	11,69	3,E-18	0,87	6,E-01	3,97	1,E-08	4,54	2,E-09
SCO6204	1,38	5,E-01	1,96	1,E-01	4,96	3,E-04	1,42	4,E-01	3,59	3,E-03	2,53	3,E-02
SCO6205	1,49	2,E-01	1,57	2,E-01	5,99	4,E-08	1,05	9,E-01	4,02	7,E-06	3,82	1,E-05
SCO6206	1,54	9,E-02	1,61	7,E-02	6,26	1,E-13	1,05	9,E-01	4,07	7,E-10	3,88	5,E-09
SCO6207	1,84	7,E-03	3,00	1,E-06	3,19	2,E-07	1,63	2,E-02	1,73	9,E-03	1,06	8,E-01
SCO6208	1,63	3,E-02	2,55	1,E-05	3,30	2,E-08	1,56	3,E-02	2,03	4,E-04	1,30	2,E-01
SCO6209	2,65	1,E-01	7,48	1,E-03	7,30	2,E-03	2,83	6,E-02	2,76	8,E-02	0,98	9,E-01
SCO6210	3,04	3,E-02	7,84	4,E-05	6,12	4,E-04	2,58	3,E-02	2,01	1,E-01	0,78	5,E-01
SCO6211	1,95	1,E-01	5,21	2,E-04	5,00	5,E-04	2,66	2,E-02	2,56	3,E-02	0,96	8,E-01
SCO6212	1,57	3,E-01	4,87	1,E-03	5,74	6,E-04	3,10	2,E-02	3,65	8,E-03	1,18	8,E-01
SCO6213	1,24	3,E-01	2,26	3,E-04	3,09	1,E-06	1,82	9,E-03	2,48	7,E-05	1,37	2,E-01
SCO6214	0,82	5,E-01	2,27	3,E-02	4,64	3,E-05	2,76	4,E-03	5,64	5,E-07	2,04	3,E-02
SCO6218	0,82	3,E-01	0,70	7,E-02	0,49	4,E-04	0,86	5,E-01	0,60	1,E-02	0,70	8,E-02
SCO6219	1,73	1,E-02	1,66	2,E-02	0,36	7,E-08	0,96	9,E-01	0,21	5,E-15	0,21	2,E-14
SCO6220	1,51	5,E-02	1,86	2,E-03	0,26	1,E-11	1,23	3,E-01	0,17	5,E-18	0,14	1,E-21
SCO6221	0,88	5,E-01	0,73	1,E-01	0,30	2,E-07	0,83	4,E-01	0,34	3,E-06	0,41	1,E-04
SCO6223	0,45	3,E-02	0,93	7,E-01	0,86	5,E-01	2,06	1,E-01	1,91	1,E-01	0,93	9,E-01
SCO6224	0,78	2,E-01	0,40	5,E-06	0,12	2,E-23	0,51	6,E-04	0,15	2,E-19	0,30	3,E-09
SCO6225	0,80	2,E-01	0,45	4,E-05	0,14	9,E-21	0,56	3,E-03	0,18	5,E-17	0,32	1,E-08
SCO6228	1,23	4,E-01	1,74	2,E-02	2,81	2,E-05	1,42	2,E-01	2,29	5,E-04	1,62	4,E-02
SCO6231	1,06	8,E-01	1,30	3,E-01	2,55	1,E-03	1,23	5,E-01	2,41	2,E-03	1,95	3,E-02
SCO6235	1,78	5,E-03	2,90	4,E-07	3,33	1,E-08	1,62	2,E-02	1,87	2,E-03	1,15	5,E-01
SCO6236	1,33	3,E-01	3,52	2,E-07	6,36	4,E-14	2,65	2,E-05	4,79	5,E-12	1,81	8,E-03
SCO6237	0,94	1,E+00	2,89	2,E-03	1,38	3,E-01	3,07	1,E-03	1,47	3,E-01	0,48	3,E-02
SCO6239	1,00	9,E-01	1,81	2,E-02	4,57	3,E-09	1,82	2,E-02	4,58	1,E-09	2,52	2,E-04
SCO6240	0,56	2,E-01	2,05	5,E-02	4,45	8,E-06	3,67	4,E-04	7,97	8,E-10	2,17	1,E-02
