gene	MvsTFC	MvsTpval	MvsLFC	MvsLpval	MvsSFC	MvsSpval	TvsLFC	TvsLpval	TvsSFC	TvsSpval	LvsSFC	LvsSpval
SCO6243	1,71	1,E-02	3,22	1,E-07	6,57	1,E-16	1,89	4,E-03	3,85	5,E-10	2,04	7,E-04
SCO6245	1,04	9,E-01	1,62	6,E-02	2,93	6,E-06	1,56	4,E-02	2,81	2,E-06	1,81	7,E-03
SCO6247	1,80	1,E-01	7,08	5,E-07	7,12	6,E-07	3,94	2,E-04	3,95	3,E-04	1,00	9,E-01
SCO6248	1,65	1,E-01	4,45	1,E-06	4,32	2,E-06	2,69	8,E-04	2,62	1,E-03	0,97	9,E-01
SCO6254	1,47	1,E-01	0,98	9,E-01	0,57	2,E-02	0,67	9,E-02	0,39	7,E-05	0,58	3,E-02
SCO6255	2,35	2,E-04	1,91	5,E-03	3,09	6,E-07	0,81	3,E-01	1,32	2,E-01	1,62	2,E-02
SCO6257	0,32	2,E-05	0,31	2,E-05	0,14	3,E-12	0,98	1,E+00	0,44	3,E-03	0,45	3,E-03
SCO6258	0,38	3,E-03	0,29	3,E-04	0,14	2,E-08	0,77	5,E-01	0,37	4,E-03	0,48	3,E-02
SCO6259	0,38	9,E-05	0,28	5,E-07	0,11	9,E-16	0,74	2,E-01	0,30	5,E-06	0,40	7,E-04
SCO6264	2,53	8,E-05	1,68	2,E-02	5,44	3,E-12	0,66	8,E-02	2,15	8,E-04	3,24	5,E-07
SCO6265	1,31	1,E-01	11,79	3,E-30	3,81	2,E-11	8,98	3,E-25	2,90	6,E-08	0,32	1,E-08
SCO6266	2,96	5,E-04	30,41	3,E-23	8,60	1,E-11	10,29	7,E-14	2,91	2,E-04	0,28	1,E-05
SCO6267	1,82	6,E-03	8,59	3,E-21	2,37	7,E-05	4,73	5,E-13	1,30	2,E-01	0,28	8,E-10
SCO6268	1,81	1,E-01	230,78	2,E-52	16,90	3,E-18	127,33	2,E-50	9,32	4,E-15	0,07	9,E-22
SCO6269	2,58	3,E-01	449,33	1,E-52	39,07	8,E-15	173,94	4,E-55	15,12	3,E-14	0,09	5,E-24
SCO6270	2,57	3,E-02	341,48	4,E-76	26,08	2,E-25	133,04	4,E-73	10,16	1,E-20	0,08	3,E-31
SCO6271	1,28	5,E-01	261,40	5,E-21	20,04	9,E-09	203,96	5,E-21	15,63	4,E-08	0,08	2,E-08
SCO6272	2,26	4,E-01	444,15	2,E-06	4,64	1,E-01	196,39	8,E-06	2,05	4,E-01	0,01	5,E-05
SCO6273	0,85	6,E-01	511,02	1,E-26	44,81	3,E-14	598,55	3,E-29	52,48	3,E-16	0,09	5,E-08
SCO6274	1,20	6,E-01	677,25	4,E-45	70,54	4,E-26	566,34	3,E-46	58,98	2,E-26	0,10	5,E-11
SCO6275	2,27	3,E-02	848,12	2,E-44	79,44	2,E-25	373,79	2,E-40	35,01	7,E-21	0,09	2,E-11
SCO6276	1,93	6,E-02	809,02	2,E-50	164,54	7,E-36	418,30	2,E-47	85,07	2,E-32	0,20	5,E-07
SCO6277	1,76	2,E-01	638,44	7,E-29	120,25	6,E-20	362,51	2,E-27	68,28	3,E-18	0,19	6,E-05
SCO6278	1,58	3,E-01	645,93	5,E-33	112,95	3,E-22	409,66	3,E-32	71,63	4,E-21	0,17	8,E-06
SCO6279	1,75	1,E-01	783,02	7,E-50	125,40	4,E-33	447,64	5,E-48	71,69	1,E-30	0,16	1,E-08
SCO6280	2,01	1,E-03	100,75	2,E-73	80,92	1,E-68	50,20	7,E-62	40,32	5,E-58	0,80	3,E-01
SCO6281	2,42	1,E-01	312,21	6,E-18	98,40	1,E-13	129,21	1,E-15	40,72	3,E-11	0,32	2,E-02
SCO6282	1,55	6,E-01	422,60	9,E-12	194,91	4,E-10	272,10	1,E-11	125,50	7,E-10	0,46	2,E-01
SCO6283	1,55	5,E-01	286,64	3,E-16	73,75	1,E-11	185,11	1,E-15	47,63	7,E-11	0,26	9,E-03
SCO6284	1,65	3,E-01	308,11	1,E-26	58,23	3,E-17	186,70	2,E-25	35,28	2,E-15	0,19	3,E-05
SCO6285	1,56	6,E-01	319,24	9,E-11	63,65	2,E-07	205,11	2,E-10	40,90	7,E-07	0,20	2,E-02
SCO6286	1,14	6,E-01	46,43	1,E-53	63,16	2,E-60	40,60	1,E-54	55,24	1,E-62	1,36	1,E-01
SCO6287	1,26	4,E-01	219,45	9,E-69	14,42	1,E-22	173,79	3,E-70	11,42	8,E-22	0,07	2,E-29
SCO6288	1,54	2,E-01	291,62	7,E-62	38,51	2,E-32	188,82	1,E-60	24,94	4,E-30	0,13	2,E-15
SCO6289	1,86	7,E-02	35,28	2,E-22	3,95	3,E-05	18,97	3,E-18	2,12	1,E-02	0,11	7,E-12
SCO6290	2,67	3,E-02	15,62	3,E-11	2,98	2,E-02	5,86	4,E-07	1,12	8,E-01	0,19	2,E-06
SCO6291	1,37	3,E-01	9,44	3,E-09	1,75	8,E-02	6,88	3,E-07	1,28	5,E-01	0,19	4,E-06
SCO6292	1,92	4,E-02	21,41	5,E-17	4,34	8,E-06	11,16	3,E-12	2,26	1,E-02	0,20	1,E-06
SCO6293	1,86	7,E-02	23,34	3,E-14	4,32	7,E-05	12,53	1,E-10	2,32	2,E-02	0,18	6,E-06
SCO6294	0,52	2,E-03	0,43	4,E-05	0,64	3,E-02	0,82	3,E-01	1,23	3,E-01	1,50	5,E-02
SCO6295	0,66	6,E-02	1,27	4,E-01	2,93	4,E-06	1,91	4,E-03	4,41	5,E-11	2,31	2,E-04
SCO6296	0,65	6,E-02	0,58	2,E-02	0,18	1,E-10	0,88	6,E-01	0,28	2,E-06	0,32	4,E-05
SCO6297	0,71	1,E-01	0,70	1,E-01	0,24	3,E-08	0,98	9,E-01	0,34	4,E-05	0,35	7,E-05
SCO6298	0,59	6,E-02	0,67	1,E-01	0,35	5,E-04	1,14	7,E-01	0,60	9,E-02	0,53	4,E-02
SCO6299	0,58	5,E-02	0,51	2,E-02	0,22	5,E-07	0,89	7,E-01	0,37	1,E-03	0,42	5,E-03
SCO6300	1,47	2,E-01	4,07	6,E-07	4,92	1,E-08	2,77	8,E-05	3,35	2,E-06	1,21	5,E-01
SCO6319	0,68	8,E-02	0,53	4,E-03	0,41	4,E-05	0,78	2,E-01	0,60	2,E-02	0,77	2,E-01
SCO6321	2,23	1,E-04	1,84	2,E-03	1,33	1,E-01	0,82	4,E-01	0,60	1,E-02	0,73	1,E-01
SCO6323	1,36	5,E-01	51,64	1,E-31	48,46	7,E-31	37,92	5,E-31	35,58	2,E-30	0,94	8,E-01
SCO6324	1,72	1,E-01	3,70	3,E-05	1,08	1,E+00	2,15	5,E-03	0,63	1,E-01	0,29	2,E-05
SCO6336	0,59	8,E-02	0,65	2,E-01	0,37	4,E-03	1,10	8,E-01	0,63	2,E-01	0,57	2,E-01
SCO6339	0,93	7,E-01	0,48	2,E-04	0,26	4,E-11	0,51	9,E-04	0,28	3,E-10	0,54	2,E-03
SCO6340	0,85	5,E-01	0,59	1,E-02	0,40	2,E-05	0,69	7,E-02	0,47	3,E-04	0,68	7,E-02
SCO6342	1,02	1,E+00	0,72	1,E-01	0,48	5,E-04	0,71	1,E-01	0,48	4,E-04	0,68	6,E-02
SCO6347	0,82	7,E-01	0,19	3,E-06	0,06	1,E-12	0,23	2,E-05	0,07	1,E-11	0,31	7,E-03
SCO6348	0,92	8,E-01	0,48	2,E-02	0,41	6,E-03	0,52	5,E-02	0,45	1,E-02	0,87	7,E-01
SCO6350	1,30	3,E-01	0,82	4,E-01	0,51	8,E-03	0,63	6,E-02	0,39	2,E-04	0,61	7,E-02
SCO6353	0,77	2,E-01	1,65	2,E-02	2,44	7,E-05	2,15	4,E-04	3,16	1,E-07	1,47	8,E-02
SCO6354	0,64	5,E-02	1,59	2,E-02	1,68	1,E-02	2,50	1,E-05	2,64	4,E-06	1,06	9,E-01
SCO6355	0,58	1,E-02	1,58	2,E-02	1,52	3,E-02	2,74	9,E-07	2,62	2,E-06	0,96	8,E-01
SCO6356	0,65	4,E-02	1,81	3,E-03	1,61	2,E-02	2,78	4,E-07	2,48	7,E-06	0,89	5,E-01
SCO6357	0,77	2,E-01	2,17	1,E-04	2,25	6,E-05	2,83	2,E-07	2,94	7,E-08	1,04	9,E-01
SCO6373	0,96	9,E-01	0,86	7,E-01	2,77	1,E-03	0,89	8,E-01	2,88	4,E-04	3,24	2,E-04
SCO6374	0,65	8,E-02	0,56	4,E-02	1,65	3,E-02	0,87	7,E-01	2,54	6,E-05	2,92	2,E-05
SCO6375	1,06	9,E-01	2,37	2,E-04	7,64	3,E-18	2,23	3,E-04	7,20	8,E-19	3,23	5,E-08
SCO6377	1,34	4,E-01	2,10	1,E-02	1,72	8,E-02	1,57	9,E-02	1,28	4,E-01	0,82	4,E-01
SCO6378	0,82	4,E-01	1,56	9,E-02	1,86	1,E-02	1,89	8,E-03	2,27	6,E-04	1,20	5,E-01
SCO6379	0,71	1,E-01	1,39	9,E-02	1,99	9,E-04	1,96	1,E-03	2,80	7,E-07	1,43	1,E-01
SCO6380	0,57	4,E-02	0,60	6,E-02	1,41	1,E-01	1,05	9,E-01	2,48	2,E-04	2,36	8,E-04
SCO6381	0,71	3,E-01	0,62	1,E-01	3,58	7,E-07	0,87	7,E-01	5,03	3,E-10	5,80	1,E-10
SCO6383	0,84	7,E-01	1,64	2,E-01	2,88	3,E-03	1,95	6,E-02	3,43	2,E-04	1,75	1,E-01
SCO6384	1,72	3,E-02	6,60	7,E-15	22,09	3,E-34	3,84	1,E-09	12,84	2,E-28	3,34	3,E-08
SCO6393	2,22	1,E-01	49,55	7,E-13	41,85	5,E-12	22,32	4,E-10	18,85	2,E-09	0,84	7,E-01
SCO6394	2,20	1,E-01	67,50	3,E-16	73,31	1,E-16	30,70	1,E-13	33,35	3,E-14	1,09	9,E-01
SCO6399	1,82	8,E-03	4,98	7,E-13	6,73	5,E-17	2,74	2,E-06	3,71	5,E-10	1,35	2,E-01
SCO6405	1,00	1,E+00	2,78	2,E-07	1,66	9,E-03	2,78	3,E-07	1,65	9,E-03	0,60	7,E-03
SCO6408	0,78	3,E-01	1,59	2,E-02	3,04	8,E-08	2,03	9,E-04	3,88	8,E-11	1,91	1,E-03
SCO6409	0,60	2,E-02	0,77	2,E-01	3,55	6,E-09	1,30	3,E-01	5,95	5,E-16	4,59	1,E-12
SCO6410	0,70	1,E-01	1,39	2,E-01	2,39	1,E-04	1,98	4,E-03	3,41	3,E-08	1,72	8,E-03
SCO6411	1,14	5,E-01	1,70	9,E-03	3,19	3,E-08	1,49	6,E-02	2,80	5,E-07	1,88	2,E-03
SCO6412	1,47	6,E-02	2,16	3,E-04	4,16	6,E-11	1,47	7,E-02	2,83	6,E-07	1,93	2,E-03
SCO6413	1,16	5,E-01	1,69	2,E-02	2,87	5,E-06	1,46	1,E-01	2,46	6,E-05	1,69	2,E-02
SCO6414	1,60	7,E-02	2,61	4,E-04	20,27	2,E-28	1,63	7,E-02	12,67	3,E-24	7,75	8,E-17
SCO6415	2,05	6,E-03	4,40	2,E-08	29,93	2,E-37	2,14	2,E-03	14,59	1,E-29	6,80	2,E-17
SCO6416	3,45	5,E-06	6,43	6,E-12	36,78	8,E-39	1,86	8,E-03	10,66	4,E-24	5,72	2,E-14
SCO6417	1,15	8,E-01	1,86	3,E-02	12,81	2,E-22	1,62	6,E-02	11,16	3,E-23	6,90	8,E-16
SCO6418	0,91	7,E-01	1,22	3,E-01	0,60	1,E-02	1,34	2,E-01	0,66	4,E-02	0,49	5,E-04
SCO6419	2,55	2,E-02	1,61	2,E-01	2,32	3,E-02	0,63	2,E-01	0,91	8,E-01	1,44	3,E-01
SCO6421	1,38	2,E-01	5,27	5,E-11	6,99	4,E-14	3,83	6,E-08	5,08	4,E-11	1,33	2,E-01
SCO6422	2,01	2,E-02	7,02	3,E-12	10,43	7,E-17	3,49	7,E-07	5,18	4,E-11	1,49	9,E-02
SCO6423	0,63	4,E-02	1,98	1,E-03	1,51	5,E-02	3,15	1,E-07	2,39	4,E-05	0,76	2,E-01
SCO6424	3,01	4,E-04	3,62	2,E-05	0,67	2,E-01	1,21	5,E-01	0,22	9,E-07	0,18	4,E-08
SCO6428	3,59	3,E-04	9,02	1,E-09	18,80	4,E-15	2,52	5,E-03	5,24	4,E-07	2,08	2,E-02
SCO6429	5,15	8,E-10	5,10	4,E-10	32,47	1,E-38	0,99	9,E-01	6,30	2,E-17	6,37	2,E-16
SCO6430	5,45	1,E-10	2,64	4,E-04	16,51	6,E-27	0,48	2,E-03	3,03	2,E-07	6,26	2,E-15
SCO6431	6,56	1,E-14	3,20	2,E-06	22,52	1,E-35	0,49	1,E-03	3,44	2,E-09	7,04	5,E-19
SCO6432	4,22	2,E-08	2,00	8,E-03	9,40	3,E-18	0,47	2,E-03	2,23	4,E-04	4,70	8,E-11
SCO6433	5,47	4,E-08	2,97	1,E-03	26,57	2,E-28	0,54	2,E-02	4,86	9,E-12	8,95	6,E-18
SCO6434	5,46	3,E-11	3,35	3,E-06	23,62	2,E-34	0,61	3,E-02	4,33	4,E-12	7,05	3,E-18
SCO6435	3,32	1,E-04	2,86	1,E-03	17,76	1,E-22	0,86	7,E-01	5,35	3,E-12	6,21	7,E-13
SCO6436	4,84	4,E-09	2,51	1,E-03	18,91	1,E-28	0,52	5,E-03	3,91	3,E-10	7,54	3,E-18
SCO6437	5,26	3,E-09	2,85	5,E-04	19,34	2,E-27	0,54	1,E-02	3,68	2,E-09	6,79	4,E-16
SCO6438	1,42	1,E-01	0,78	2,E-01	2,30	8,E-05	0,55	4,E-03	1,61	2,E-02	2,94	1,E-07
SCO6440	1,38	3,E-01	1,58	1,E-01	7,82	6,E-15	1,14	6,E-01	5,67	5,E-13	4,95	6,E-11
SCO6441	1,38	6,E-01	1,38	6,E-01	7,90	3,E-04	1,00	1,E+00	5,72	1,E-03	5,73	1,E-03
SCO6442	1,45	4,E-01	1,34	5,E-01	6,01	6,E-06	0,92	9,E-01	4,15	1,E-04	4,50	9,E-05
SCO6443	2,65	2,E-01	1,85	6,E-01	15,25	3,E-08	0,70	6,E-01	5,76	2,E-06	8,22	7,E-07
SCO6447	1,87	2,E-02	2,54	4,E-04	2,09	5,E-03	1,36	2,E-01	1,12	6,E-01	0,82	5,E-01
SCO6448	1,46	9,E-02	2,70	3,E-06	3,93	2,E-10	1,84	3,E-03	2,69	1,E-06	1,46	6,E-02
SCO6450	1,95	2,E-02	0,94	1,E+00	1,17	5,E-01	0,48	1,E-02	0,60	7,E-02	1,25	5,E-01
SCO6452	1,52	5,E-02	0,88	5,E-01	0,75	1,E-01	0,58	6,E-03	0,49	3,E-04	0,86	4,E-01
SCO6453	1,42	8,E-02	0,70	7,E-02	0,65	3,E-02	0,49	4,E-04	0,46	8,E-05	0,94	7,E-01
SCO6454	1,44	6,E-02	0,69	7,E-02	0,63	2,E-02	0,48	2,E-04	0,43	2,E-05	0,90	6,E-01
SCO6455	1,21	3,E-01	0,57	6,E-03	0,52	2,E-03	0,47	2,E-04	0,43	2,E-05	0,92	7,E-01
SCO6457	4,68	3,E-07	10,18	3,E-14	14,96	6,E-18	2,18	3,E-03	3,20	2,E-05	1,47	2,E-01
SCO6460	0,44	9,E-03	0,26	1,E-04	1,99	2,E-02	0,58	2,E-01	4,51	2,E-07	7,76	6,E-10
SCO6461	1,64	7,E-02	2,18	4,E-03	5,24	2,E-10	1,33	3,E-01	3,19	1,E-06	2,40	2,E-04
SCO6462	1,66	8,E-02	3,68	5,E-06	6,59	2,E-11	2,22	3,E-03	3,97	8,E-08	1,79	2,E-02
SCO6463	0,50	3,E-02	0,61	1,E-01	1,57	2,E-01	1,21	7,E-01	3,12	5,E-04	2,58	4,E-03
SCO6473	1,23	6,E-01	0,30	6,E-02	1,92	2,E-01	0,24	2,E-02	1,56	4,E-01	6,48	3,E-03
SCO6475	0,83	6,E-01	1,96	1,E-01	10,54	3,E-07	2,37	4,E-02	12,71	1,E-08	5,37	1,E-04
SCO6476	2,80	1,E-05	12,82	2,E-25	19,19	1,E-32	4,57	4,E-12	6,85	1,E-18	1,50	5,E-02
SCO6479	0,88	6,E-01	1,21	6,E-01	5,51	4,E-11	1,38	3,E-01	6,29	1,E-13	4,56	7,E-10
SCO6480	1,48	1,E-01	1,29	4,E-01	12,95	6,E-25	0,87	6,E-01	8,77	2,E-21	10,06	2,E-22
SCO6481	0,98	1,E+00	0,86	7,E-01	17,30	2,E-21	0,87	6,E-01	17,64	1,E-22	20,22	1,E-23
SCO6483	0,93	9,E-01	1,49	3,E-02	0,44	1,E-04	1,61	2,E-02	0,48	2,E-04	0,30	2,E-09
SCO6484	3,54	5,E-09	16,49	2,E-34	43,18	4,E-54	4,65	8,E-14	12,18	1,E-31	2,62	1,E-06
SCO6485	3,93	7,E-07	3,40	1,E-05	4,56	4,E-08	0,86	6,E-01	1,16	5,E-01	1,34	3,E-01
SCO6486	1,55	4,E-02	0,93	7,E-01	0,46	1,E-04	0,60	1,E-02	0,30	2,E-09	0,49	4,E-04
SCO6487	1,43	7,E-02	0,89	6,E-01	0,44	5,E-05	0,62	2,E-02	0,30	3,E-09	0,49	3,E-04
SCO6488	1,37	1,E-01	0,92	7,E-01	0,54	3,E-03	0,68	5,E-02	0,40	3,E-06	0,59	7,E-03
SCO6489	1,31	2,E-01	0,89	6,E-01	0,49	1,E-03	0,68	6,E-02	0,37	2,E-06	0,55	5,E-03
SCO6492	3,13	4,E-04	2,71	2,E-03	2,88	9,E-04	0,87	6,E-01	0,92	8,E-01	1,06	8,E-01
SCO6493	1,91	5,E-03	3,04	2,E-06	2,95	2,E-06	1,59	5,E-02	1,55	5,E-02	0,97	1,E+00
SCO6495	0,64	8,E-02	2,47	2,E-04	1,17	5,E-01	3,83	3,E-08	1,82	1,E-02	0,47	1,E-03
SCO6497	0,90	7,E-01	2,50	6,E-05	1,85	8,E-03	2,79	8,E-06	2,06	2,E-03	0,74	2,E-01
SCO6498	0,54	1,E-01	1,46	2,E-01	1,06	8,E-01	2,69	2,E-03	1,95	4,E-02	0,73	3,E-01
SCO6499	0,92	9,E-01	1,22	2,E-01	2,08	3,E-04	1,32	2,E-01	2,25	1,E-04	1,70	1,E-02
SCO6501	0,84	5,E-01	1,35	1,E-01	1,91	1,E-03	1,60	3,E-02	2,27	6,E-05	1,42	8,E-02
SCO6502	0,79	2,E-01	1,26	3,E-01	1,74	1,E-02	1,60	3,E-02	2,21	2,E-04	1,38	1,E-01
SCO6503	0,80	3,E-01	1,36	1,E-01	1,71	1,E-02	1,71	1,E-02	2,14	2,E-04	1,25	3,E-01
SCO6504	0,73	1,E-01	1,39	1,E-01	1,62	2,E-02	1,91	1,E-03	2,22	8,E-05	1,16	5,E-01
SCO6506	0,75	2,E-01	1,32	2,E-01	1,66	2,E-02	1,76	1,E-02	2,21	2,E-04	1,25	3,E-01
SCO6507	0,89	5,E-01	1,47	2,E-01	2,05	1,E-02	1,65	6,E-02	2,30	9,E-04	1,39	2,E-01
SCO6508	0,76	2,E-01	1,47	2,E-01	1,72	5,E-02	1,94	7,E-03	2,27	6,E-04	1,17	5,E-01
SCO6509	0,80	4,E-01	1,15	7,E-01	3,34	4,E-06	1,44	2,E-01	4,18	1,E-08	2,90	2,E-05
SCO6511	0,49	3,E-02	1,02	9,E-01	0,36	1,E-03	2,06	2,E-02	0,73	3,E-01	0,35	4,E-04
SCO6512	1,05	8,E-01	0,82	3,E-01	0,52	1,E-03	0,78	2,E-01	0,50	4,E-04	0,63	2,E-02
SCO6513	0,71	2,E-01	2,03	3,E-03	1,85	8,E-03	2,86	2,E-05	2,62	6,E-05	0,92	7,E-01
SCO6515	1,13	4,E-01	2,83	1,E-06	1,75	6,E-03	2,49	3,E-05	1,54	4,E-02	0,62	2,E-02
SCO6516	1,13	4,E-01	2,61	1,E-05	1,71	1,E-02	2,31	2,E-04	1,52	7,E-02	0,66	5,E-02
SCO6517	1,50	5,E-02	3,63	6,E-10	4,53	7,E-13	2,42	1,E-05	3,01	3,E-08	1,25	3,E-01
SCO6518	1,40	2,E-01	1,71	2,E-02	2,52	5,E-05	1,22	4,E-01	1,80	5,E-03	1,48	7,E-02
SCO6519	1,53	6,E-02	1,63	3,E-02	2,32	2,E-04	1,07	8,E-01	1,52	5,E-02	1,42	1,E-01
SCO6520	1,22	2,E-01	0,98	7,E-01	2,06	3,E-04	0,81	4,E-01	1,69	2,E-02	2,09	1,E-03
SCO6522	1,38	1,E-01	1,50	5,E-02	2,29	2,E-04	1,09	7,E-01	1,66	2,E-02	1,53	6,E-02
SCO6523	1,16	5,E-01	1,92	9,E-03	2,49	2,E-04	1,65	4,E-02	2,15	1,E-03	1,30	3,E-01
SCO6528	1,52	1,E-01	2,84	4,E-05	2,32	1,E-03	1,87	8,E-03	1,53	8,E-02	0,82	4,E-01
SCO6531	1,45	2,E-01	4,24	2,E-07	2,97	5,E-05	2,92	1,E-04	2,05	6,E-03	0,70	2,E-01
SCO6535	0,89	6,E-01	0,76	2,E-01	0,29	1,E-06	0,85	5,E-01	0,33	9,E-06	0,39	2,E-04
SCO6536	1,94	9,E-04	1,51	4,E-02	0,94	9,E-01	0,78	2,E-01	0,48	4,E-04	0,62	2,E-02
SCO6537	1,41	1,E-01	1,08	7,E-01	0,58	8,E-03	0,77	2,E-01	0,41	1,E-05	0,54	2,E-03
SCO6543	3,20	1,E-03	1,20	7,E-01	6,03	5,E-07	0,37	8,E-03	1,88	4,E-02	5,04	5,E-06
SCO6544	4,81	4,E-06	4,90	3,E-06	2,06	3,E-02	1,02	1,E+00	0,43	7,E-03	0,42	6,E-03
SCO6545	1,84	4,E-02	1,17	6,E-01	0,34	3,E-03	0,63	1,E-01	0,18	2,E-07	0,29	4,E-04
SCO6546	0,37	4,E-03	0,16	5,E-06	0,35	3,E-03	0,43	6,E-02	0,93	1,E+00	2,18	9,E-02
SCO6549	1,52	8,E-02	2,77	2,E-05	3,50	5,E-08	1,82	9,E-03	2,30	1,E-04	1,26	2,E-01
SCO6551	0,82	5,E-01	1,93	5,E-02	1,16	7,E-01	2,35	9,E-03	1,41	2,E-01	0,60	1,E-01
SCO6553	0,67	2,E-01	0,42	2,E-03	0,33	2,E-04	0,62	9,E-02	0,49	1,E-02	0,79	5,E-01
SCO6556	3,70	7,E-03	1,24	6,E-01	1,74	2,E-01	0,33	2,E-02	0,47	1,E-01	1,41	5,E-01
SCO6557	0,64	2,E-01	0,56	8,E-02	0,38	4,E-03	0,88	7,E-01	0,60	1,E-01	0,69	3,E-01
SCO6564	0,87	6,E-01	1,86	8,E-02	0,17	3,E-07	2,15	2,E-02	0,20	3,E-06	0,09	4,E-11
SCO6565	0,74	3,E-01	0,98	8,E-01	0,39	2,E-03	1,32	4,E-01	0,52	4,E-02	0,40	5,E-03
SCO6566	2,54	2,E-05	1,61	3,E-02	0,90	4,E-01	0,63	2,E-02	0,35	2,E-07	0,56	3,E-03
SCO6567	2,94	1,E-02	3,62	2,E-03	4,33	6,E-04	1,23	6,E-01	1,48	3,E-01	1,20	7,E-01
SCO6568	3,37	2,E-05	4,49	2,E-07	5,40	2,E-09	1,33	3,E-01	1,60	6,E-02	1,20	5,E-01
SCO6569	3,10	3,E-04	3,64	3,E-05	6,66	2,E-09	1,17	5,E-01	2,15	7,E-03	1,83	4,E-02
SCO6570	3,52	8,E-06	3,44	1,E-05	4,66	4,E-08	0,98	9,E-01	1,32	3,E-01	1,36	2,E-01
SCO6571	3,17	1,E-05	2,88	9,E-05	4,80	2,E-09	0,91	7,E-01	1,52	7,E-02	1,67	3,E-02
SCO6572	3,71	3,E-03	3,95	2,E-03	11,67	9,E-08	1,07	8,E-01	3,15	5,E-03	2,95	1,E-02
SCO6573	1,02	9,E-01	1,86	1,E-01	4,80	4,E-05	1,81	2,E-01	4,70	3,E-05	2,59	9,E-03
SCO6579	1,17	1,E+00	1,45	6,E-01	6,22	7,E-07	1,24	6,E-01	5,33	1,E-07	4,28	8,E-06
SCO6580	1,68	1,E-01	2,08	3,E-02	6,17	1,E-08	1,24	5,E-01	3,67	6,E-06	2,97	2,E-04
SCO6583	0,77	4,E-01	1,74	5,E-02	1,81	3,E-02	2,27	3,E-03	2,36	2,E-03	1,04	9,E-01
SCO6588	2,85	1,E-02	10,59	2,E-11	4,90	2,E-05	3,71	4,E-06	1,72	6,E-02	0,46	5,E-03
SCO6590	0,94	7,E-01	0,31	4,E-09	0,30	8,E-10	0,33	3,E-08	0,32	5,E-09	0,96	8,E-01
SCO6591	0,96	8,E-01	0,32	1,E-08	0,37	5,E-07	0,33	5,E-08	0,39	1,E-06	1,17	5,E-01
SCO6592	1,04	9,E-01	0,38	1,E-06	0,59	6,E-03	0,36	7,E-07	0,57	4,E-03	1,57	3,E-02
SCO6593	0,97	8,E-01	0,42	2,E-04	0,92	7,E-01	0,43	5,E-04	0,95	8,E-01	2,20	1,E-03
SCO6595	3,61	1,E-04	5,07	8,E-07	8,58	5,E-11	1,40	2,E-01	2,37	2,E-03	1,69	7,E-02
SCO6596	2,47	3,E-03	2,16	1,E-02	4,16	2,E-06	0,88	7,E-01	1,69	5,E-02	1,92	2,E-02
SCO6606	2,06	8,E-05	4,23	2,E-13	3,99	2,E-12	2,05	3,E-04	1,94	7,E-04	0,94	7,E-01
SCO6607	2,48	8,E-05	2,42	1,E-04	2,87	5,E-06	0,98	1,E+00	1,16	5,E-01	1,19	5,E-01
SCO6608	2,13	1,E-04	2,58	2,E-06	3,54	6,E-10	1,21	3,E-01	1,67	1,E-02	1,37	1,E-01
SCO6609	1,21	6,E-01	1,37	3,E-01	3,34	4,E-05	1,13	6,E-01	2,76	2,E-04	2,44	2,E-03
SCO6612	0,94	9,E-01	0,96	9,E-01	0,41	3,E-03	1,02	1,E+00	0,44	4,E-03	0,43	5,E-03
SCO6613	1,04	8,E-01	0,89	8,E-01	0,51	7,E-03	0,86	6,E-01	0,49	2,E-03	0,57	2,E-02
SCO6614	2,36	2,E-05	3,12	2,E-08	4,09	1,E-11	1,32	2,E-01	1,73	6,E-03	1,31	2,E-01
SCO6615	2,43	2,E-05	3,14	4,E-08	3,64	9,E-10	1,29	2,E-01	1,50	4,E-02	1,16	5,E-01
SCO6621	1,21	6,E-01	1,66	1,E-01	5,41	1,E-07	1,36	3,E-01	4,45	9,E-07	3,27	1,E-04
SCO6622	1,49	3,E-02	2,04	1,E-04	2,11	8,E-05	1,37	9,E-02	1,42	7,E-02	1,04	9,E-01
SCO6624	1,30	3,E-01	2,54	8,E-04	1,07	8,E-01	1,95	2,E-02	0,83	5,E-01	0,42	2,E-03
SCO6625	1,55	7,E-02	2,84	2,E-06	6,62	3,E-17	1,83	3,E-03	4,27	2,E-12	2,33	4,E-05
SCO6629	1,12	8,E-01	6,49	3,E-06	8,49	2,E-07	5,77	6,E-06	7,55	2,E-07	1,31	5,E-01
SCO6630	1,44	9,E-02	3,10	6,E-08	4,33	3,E-12	2,15	2,E-04	3,01	3,E-08	1,40	8,E-02
SCO6631	2,25	4,E-05	3,63	9,E-11	8,00	1,E-22	1,61	1,E-02	3,56	2,E-10	2,20	9,E-05
SCO6632	1,93	1,E-03	2,24	4,E-05	3,85	7,E-11	1,16	4,E-01	1,99	5,E-04	1,72	8,E-03
SCO6633	1,85	2,E-03	1,58	2,E-02	2,77	5,E-07	0,86	5,E-01	1,50	4,E-02	1,75	6,E-03
SCO6637	2,04	2,E-04	2,75	2,E-07	2,23	3,E-05	1,35	1,E-01	1,09	7,E-01	0,81	2,E-01
SCO6638	2,46	2,E-06	3,45	1,E-10	2,88	4,E-08	1,40	7,E-02	1,17	4,E-01	0,84	3,E-01
