	32hlogFC	42hlogFC	49hlogFC	56hlogFC	66hlogFC	32h	42h	49h	56h	66h
SCO4261	-2,149	-1,537	-0,23	-0,112	0,325	0	0,000006	0,452636	0,853946	0,38951
SCO4263	-0,409	-1,007	-0,007	0,12	0,376	0,374736	0,001134	0,985818	0,844051	0,29953
SCO4265	-2,885	0,385	-0,014	-1,01	-0,846	0,000091	0,603509	0,986234	0,223333	0,249722
SCO4266	-5,397	-1,308	-2,319	-2,652	-1,474	0,000065	0,285682	0,037665	0,044011	0,277536
SCO4280	-1,267	-0,437	-0,235	-1,444	-0,891	0,010565	0,36995	0,622051	0,00371	0,055585
SCO4285	-0,069	0,218	0,598	0,382	-0,076	0,946738	0,151351	0,000241	0,021736	0,785049
SCO4286	-0,476	-0,702	0,039	0,258	0,402	0,123616	0,004962	0,898195	0,500504	0,143129
SCO4289	0,761	-0,048	0,601	0,87	1,533	0,059466	0,920983	0,073038	0,026237	0,000066
SCO4290	0,035	-0,219	-0,248	-0,361	-0,561	0,999071	0,210656	0,131035	0,065659	0,00141
SCO4320	0,418	1,294	0,253	-0,398	-0,953	0,663163	0,004852	0,595254	0,578358	0,040946
SCO4332	-0,69	-0,175	-0,423	-0,203	-0,43	0,00506	0,487076	0,048747	0,562196	0,065206
SCO4334	0,23	0,332	0,173	0,124	-0,368	0,198428	0,014447	0,197735	0,56682	0,008821
SCO4335	0,567	1,792	-0,486	-0,347	-1,051	0,728998	0,00767	0,487547	0,786779	0,159751
SCO4357	-0,135	-0,318	-0,19	0,16	-0,185	0,510436	0,007414	0,10146	0,342358	0,161591
SCO4358	-0,112	-0,254	-0,488	-0,364	-0,274	0,881706	0,18019	0,008956	0,091023	0,180147
SCO4359	-0,012	0,798	0,524	0,755	0,467	0,999071	0,003727	0,047834	0,01411	0,114136
SCO4366	-0,03	-0,734	-0,061	-0,488	0,134	0,999071	0,003078	0,834416	0,094483	0,766391
SCO4372	0,207	-0,264	-0,095	0,105	-0,691	0,549571	0,180122	0,641189	0,766493	0,000637
SCO4373	-0,461	-0,27	-0,278	-0,066	-0,468	0,00315	0,054751	0,041151	0,810504	0,001427
SCO4378	-0,339	-0,557	-0,135	-0,305	-0,209	0,243608	0,009102	0,550627	0,305364	0,472316
SCO4382	-0,056	-0,465	-0,038	0,096	-0,012	0,990001	0,006952	0,857054	0,765579	0,980835
SCO4386	-0,052	-0,266	-0,404	-0,689	-0,16	0,999071	0,277617	0,070045	0,007493	0,667406
SCO4389	-0,138	-0,032	-0,563	0,009	-0,026	0,815778	0,902819	0,005036	0,987412	0,95813
SCO4391	0,312	0,297	0,546	0,12	0,057	0,222538	0,133859	0,005484	0,723283	0,89925
SCO4393	0,237	0,099	0,403	0,243	-0,291	0,168373	0,5206	0,004202	0,142234	0,036195
SCO4397	0,025	-0,281	-0,56	-0,165	-0,04	0,999071	0,197694	0,009154	0,633935	0,945124
SCO4398	0,039	0,197	-0,685	0,002	-0,388	0,999071	0,456738	0,005118	0,997454	0,130214
SCO4399	-0,79	0,256	-0,998	-1,074	-2,18	0,012464	0,42444	0,001049	0,000767	0
SCO4403	-0,247	-0,607	0,043	-0,092	0,262	0,244132	0,000222	0,811872	0,744487	0,122172
SCO4412	0,349	0,557	0,272	0,312	-1,061	0,579037	0,100042	0,427766	0,551519	0,002189
SCO4419	0,016	0,955	0,034	-0,261	-0,625	0,999071	0,000144	0,905896	0,468707	0,010492
SCO4421	0,361	1,479	0,524	0,407	0,46	0,500811	0,00002	0,083498	0,359477	0,191529
SCO4422	0,595	1,061	0,561	0,299	0,14	0,00255	0,000001	0,002637	0,18928	0,599162
SCO4425	-1,435	-0,028	-0,521	0,025	1,704	0,054304	0,975379	0,430957	0,988611	0,009861
SCO4428	0,629	0,609	0,416	0,475	0,721	0,02571	0,013989	0,085077	0,114805	0,00504
SCO4429	0,057	-0,336	-0,109	0,016	0,108	0,775386	0,000035	0,13082	0,928044	0,196747
SCO4430	-0,303	-0,937	-0,593	-0,465	0,148	0,71767	0,008018	0,081687	0,350141	0,840358
SCO4434	-0,187	-0,273	-0,188	-0,088	-0,097	0,112836	0,004706	0,043667	0,56393	0,449498
SCO4440	0,573	2,511	0,534	-0,273	-0,344	0,427191	0,000002	0,233203	0,735902	0,6235
SCO4451	0,061	0,485	0,666	0,07	-0,029	0,999071	0,026764	0,003759	0,883424	0,959142
SCO4452	-0,079	-0,022	-0,293	-0,113	-0,049	0,775444	0,871565	0,005834	0,469531	0,805099
SCO4456	0	-0,545	-0,095	-0,124	0,013	0,99992	0,001074	0,584216	0,645038	0,976997
SCO4471	-0,502	-0,936	-0,031	0,382	1,647	0,487874	0,027901	0,954217	0,5721	0,00031
SCO4476	0,999	1,981	1,105	0,782	0,175	0,003328	0	0,000827	0,02391	0,750141
SCO4493	0,44	0,218	0,511	0,717	1,02	0,173003	0,437877	0,035936	0,010626	0,000176
SCO4498	0,501	1,229	0,558	0,456	-0,35	0,53887	0,006866	0,215663	0,517743	0,615724
SCO4508	0,029	-0,48	-0,093	0,305	0,488	0,999071	0,004458	0,605369	0,144248	0,004978
SCO4512	-0,372	-0,669	-0,344	-0,357	0,123	0,267247	0,0058	0,146962	0,284141	0,790948
SCO4518	0,35	0,384	0,77	0,484	0,303	0,353579	0,137552	0,00358	0,111382	0,323103
SCO4519	0,501	0,908	0,94	0,486	0,293	0,058152	0,000132	0,000161	0,062918	0,266022
SCO4529	0,168	0,048	0,434	0,542	0,607	0,761645	0,868744	0,03534	0,023722	0,005527
SCO4544	0,797	1,427	0,164	0,138	-0,538	0,053959	0,000149	0,67036	0,846893	0,176114
SCO4545	0,782	1,578	0,431	0,2	-0,202	0,081082	0,000088	0,246922	0,77755	0,770634
SCO4562	1,223	3,287	1,54	0,198	-0,697	0,082634	0,000002	0,01029	0,873665	0,334648
SCO4563	0,788	2,154	1,145	0,294	-0,39	0,108262	0,000004	0,005998	0,661064	0,473817
SCO4564	1,042	2,557	1,365	0,25	-0,439	0,022169	0	0,001532	0,728817	0,396571
SCO4565	1,217	2,762	1,331	0,062	-0,392	0,013772	0,000001	0,004037	0,956987	0,531069
SCO4566	0,822	2,589	1,116	0,009	-0,518	0,138714	0,000001	0,012563	0,994564	0,342367
SCO4567	0,588	2,505	0,732	-0,196	-0,273	0,420388	0,000003	0,101632	0,830643	0,73435
SCO4568	0,59	1,991	0,935	-0,088	-0,519	0,197665	0,000002	0,008956	0,914111	0,185912
SCO4569	0,963	2,778	1,325	0,13	-0,719	0,04356	0	0,00249	0,885363	0,107217
SCO4570	1,074	2,706	1,134	0,401	-0,344	0,013215	0	0,005258	0,504467	0,530191
SCO4571	1,082	2,558	1,168	0,264	-0,351	0,0144	0	0,00464	0,697921	0,529418
SCO4572	1,459	3,054	1,358	0,475	-0,52	0,002951	0	0,003353	0,480466	0,33659
SCO4573	0,592	2,019	1,108	0,291	-0,365	0,152948	0,000001	0,001482	0,576246	0,376428
SCO4574	1,013	2,773	1,201	0,323	-0,557	0,017847	0	0,002724	0,599132	0,19582
SCO4575	0,46	1,729	0,644	0,18	-0,42	0,222374	0,000001	0,020383	0,716246	0,183124
SCO4581	0,003	-0,817	-0,123	-0,137	-0,411	0,999564	0,008629	0,721515	0,824029	0,262263
SCO4587	-0,891	-0,142	1,172	0,334	0,477	0,012425	0,719264	0,000715	0,497314	0,184296
SCO4603	0,449	-0,051	0,059	0,055	0,917	0,179715	0,883424	0,848185	0,930849	0,000771
SCO4612	0,015	-0,282	-0,019	0,212	0,778	0,999071	0,213061	0,945944	0,530906	0,000731
SCO4651	-0,353	0,061	0,35	0,469	0,853	0,507745	0,886384	0,25313	0,261092	0,007674
SCO4658	-0,368	-0,721	-0,123	-0,156	0,327	0,169242	0,000791	0,578736	0,652685	0,156481
SCO4672	0,022	-0,548	-0,478	-0,143	-0,044	0,999071	0,001858	0,007658	0,614473	0,917754
SCO4676	0,244	0,257	-0,107	0,153	-0,852	0,709874	0,410652	0,732832	0,770017	0,003395
SCO4677	-0,523	-0,342	-0,316	-0,19	-0,945	0,244722	0,341912	0,34611	0,763914	0,005726
SCO4681	0,322	1,28	0,53	0,083	0,064	0,187198	0	0,006139	0,821933	0,878797
SCO4682	-0,002	1,083	0,446	0,33	0,327	0,999564	0,000096	0,076067	0,377804	0,290667
SCO4683	1,174	-0,835	-0,401	-0,297	1,413	0,010208	0,041346	0,330524	0,663398	0,001
SCO4700	0,835	0,512	0,109	0,44	0,189	0,003961	0,046589	0,702618	0,181349	0,641777
SCO4739	-0,212	-0,574	0,469	0,775	1,096	0,818105	0,05483	0,10563	0,021736	0,000565
SCO4762	-0,218	-0,72	0,493	-0,123	1,08	0,916995	0,0752	0,21338	0,889207	0,008905
SCO4763	0,259	0,505	-0,11	-0,172	-0,427	0,357398	0,00695	0,579269	0,560757	0,027202
SCO4767	-0,014	1,989	0,352	0,822	1,462	0,99951	0,001363	0,586087	0,338936	0,019448
SCO4769	-0,105	0,779	0,279	0,3	-0,21	0,955016	0,001207	0,231919	0,377804	0,526417
SCO4772	-0,381	0,176	-0,637	-0,296	-1,524	0,809163	0,793849	0,219144	0,759591	0,004998
SCO4774	0,188	0,931	0,573	0,332	0,049	0,120767	0	0,000002	0,002385	0,796141
SCO4777	-0,156	-0,701	-0,432	-0,112	0,415	0,594551	0,000028	0,00594	0,654891	0,007549
SCO4787	0,006	-0,45	-0,172	-0,104	0,264	0,999071	0,006606	0,300943	0,721164	0,147839
SCO4788	-0,004	-0,417	-0,504	-0,399	-0,24	0,999071	0,00377	0,001049	0,01306	0,123267
SCO4796	-0,012	0,766	0,411	0,265	-0,112	0,999071	0,000427	0,043253	0,382712	0,772654
SCO4798	0,325	0,724	0,422	0,299	0,095	0,143776	0,000118	0,016603	0,185948	0,772096
SCO4799	0,302	1,087	1,458	0,937	0,008	0,573651	0,000296	0,000012	0,003017	0,992277
SCO4808	0,115	-0,325	-0,092	0,274	1,103	0,995747	0,46331	0,844514	0,678577	0,006361
SCO4819	-0,471	-1,147	-0,211	0,034	-0,06	0,296119	0,000488	0,527125	0,967736	0,944508
SCO4820	-0,133	-0,54	-0,367	-0,308	-0,338	0,760372	0,001551	0,025914	0,134263	0,053332
SCO4822	0,497	0,336	0,543	0,755	1,425	0,179258	0,267471	0,049612	0,019147	0,000015
SCO4837	0,795	0,578	-0,192	-0,397	-0,303	0,000381	0,00348	0,332931	0,086217	0,166635
SCO4843	1,404	1,001	0,652	0,374	0,606	0,000009	0,000213	0,012138	0,29045	0,021495
SCO4853	1,626	1,482	0,023	0,405	-0,033	0,000019	0,000023	0,953868	0,368399	0,969138
SCO4854	2,168	2,801	0,87	0,788	0,468	0,001529	0,000028	0,140188	0,358643	0,610003
SCO4860	0,53	0,537	0,746	0,51	0,583	0,016576	0,006519	0,000522	0,022195	0,004286
SCO4874	-0,277	-0,549	0,29	0,458	0,865	0,637964	0,055383	0,310938	0,222678	0,003507
SCO4875	0,186	-0,413	-0,064	0,307	1,106	0,931972	0,291334	0,886318	0,604938	0,003545
SCO4876	0,29	-0,462	0,192	0,368	1,217	0,816414	0,280957	0,659345	0,563151	0,00351
SCO4877	0,311	-0,92	-0,22	-0,15	-0,005	0,622401	0,003727	0,50297	0,806268	0,994824
SCO4878	-0,013	-1,042	-0,469	-0,281	0,012	0,999071	0,004859	0,1954	0,645116	0,992046
SCO4889	0,553	-0,16	0,526	0,646	0,297	0,022939	0,522516	0,015058	0,007581	0,231492
SCO4892	-0,267	-0,795	-0,502	-0,554	-0,374	0,492025	0,000702	0,024999	0,032892	0,134517
SCO4899	0,284	0,092	0,796	0,437	0,077	0,482765	0,759121	0,001702	0,138663	0,888537
SCO4900	-0,067	-0,209	-0,524	-0,288	-0,395	0,976617	0,263305	0,004498	0,212029	0,030176
SCO4901	0,003	-1,548	-0,488	-0,012	0,827	0,99992	0,00088	0,279829	0,991774	0,086521
SCO4902	2,056	2,358	0,501	0,557	0,423	0,000576	0,000042	0,34846	0,493298	0,591592
SCO4904	-0,522	-0,442	-0,148	0,308	0,854	0,127178	0,117684	0,616366	0,457022	0,002828
SCO4908	-0,122	0,318	0,314	0,481	1,389	0,999071	0,591076	0,554613	0,546637	0,007407
SCO4911	0,169	0,131	0,192	0,144	0,379	0,436589	0,376019	0,14516	0,484797	0,006451
SCO4912	0,234	-0,875	0,284	0,551	0,757	0,815778	0,007666	0,394558	0,192299	0,024395
SCO4913	0,421	-1,368	0,034	0,6	1,929	0,733476	0,006807	0,958461	0,423084	0,00037
SCO4914	0,221	-1,15	0,265	0,696	1,083	0,85338	0,000882	0,444056	0,077286	0,001975
SCO4916	0,562	-0,946	-0,003	0,441	1,123	0,244722	0,007665	0,995238	0,393382	0,002372
SCO4917	0,366	-1,122	0,05	0,423	0,993	0,524823	0,000829	0,900785	0,363334	0,00341
SCO4923	-0,203	-0,397	0,073	-0,171	0,038	0,23156	0,001777	0,584216	0,329739	0,89581
SCO4925	0,363	0,094	0,093	0,748	0,878	0,190327	0,718058	0,690198	0,001669	0,000149
SCO4926	0,029	0,014	-0,144	0,332	0,875	0,999071	0,968469	0,581821	0,337943	0,000768
SCO4928	-0,023	0,418	0,023	0,108	0,287	0,999071	0,008515	0,903649	0,691274	0,090639
SCO4947	-0,943	-1,949	-0,611	-0,947	-1,2	0,182252	0,000533	0,257974	0,170919	0,033626
SCO4949	-1,004	-2,042	-0,942	-1,189	-1,375	0,087485	0,000096	0,047073	0,032782	0,006826
SCO4950	-1,639	-2,447	-0,788	-1,352	-1,326	0,027143	0,000334	0,224049	0,079176	0,052629
SCO4955	-0,581	-1,026	-0,346	-0,053	0,943	0,058407	0,000212	0,18042	0,934612	0,000709
SCO4969	0,052	-0,006	-0,17	-0,072	-0,513	0,974729	0,972472	0,186274	0,76544	0,000257
SCO4971	-0,047	0,029	-0,577	-0,56	-1,34	0,999071	0,965579	0,224127	0,431387	0,006826
SCO4972	0,2	0,391	-0,734	-0,354	-1,529	0,984095	0,551751	0,189544	0,726479	0,009069
SCO4975	-0,152	-0,411	-0,135	-0,084	-0,061	0,573346	0,00453	0,353866	0,750367	0,836993
SCO4982	0,609	2,656	3,014	2,233	1,798	0,45787	0,000004	0,000001	0,00011	0,000676
SCO4993	-0,237	-0,575	-0,377	-0,348	-0,186	0,448889	0,003177	0,044284	0,145358	0,477206
SCO4994	-1,877	-1,176	-0,32	-0,027	0,85	0,00011	0,004976	0,456811	0,980762	0,051265
SCO5024	-0,685	-0,241	-0,972	-0,405	-0,168	0,000582	0,185381	0,000005	0,045244	0,484569
SCO5028	0,094	0,702	-0,186	-0,579	-1,619	0,953934	0,001026	0,38281	0,014032	0
SCO5039	-0,023	0,079	0,278	0,438	1,391	0,999071	0,899458	0,567841	0,544438	0,00351
SCO5046	0,068	0,391	-0,258	-0,741	-1,258	0,999071	0,125985	0,30223	0,008048	0,000013
SCO5064	-0,139	-0,458	-0,295	-0,286	-0,161	0,614612	0,00121	0,029504	0,079826	0,351407
SCO5071	-4,397	-0,681	-2,645	-2,573	-1,033	0,002266	0,656986	0,035249	0,091751	0,592168
SCO5074	-4,186	-0,558	-2,398	-2,656	-1,346	0,000576	0,666267	0,02331	0,029295	0,298322
SCO5076	-1,777	-0,164	-1,534	-2,43	-1,613	0,053597	0,878904	0,045349	0,006289	0,051643
SCO5082	-2,958	0,14	-1,072	-2,079	-1,062	0,000986	0,898206	0,17768	0,02146	0,25922
SCO5083	-5,322	-0,168	-2,401	-3,735	-1,629	0,000774	0,930939	0,077051	0,018378	0,348345
SCO5084	-6,581	-0,109	-3,322	-4,439	-1,903	0,000804	0,964379	0,048756	0,024318	0,392198
SCO5085	-4,992	-1,014	-1,927	-2,167	-0,889	0,000004	0,267144	0,022871	0,026215	0,43578
SCO5089	-3,328	-0,904	-2,22	-2,444	-1,12	0,009766	0,491289	0,052201	0,070263	0,489435
SCO5110	0,501	1,626	0,694	0,181	-0,064	0,088028	0	0,00627	0,657198	0,915528
SCO5117	0,889	2,831	1,256	0,1	-0,302	0,131909	0,000001	0,009449	0,931727	0,708285
SCO5118	0,309	2,172	0,625	0,207	0,174	0,81693	0,00001	0,141582	0,80489	0,851657
SCO5119	0,088	1,413	0,481	-0,095	-0,168	0,999071	0,002695	0,301316	0,934045	0,870465
SCO5120	0,06	1,247	0,24	-0,034	0,077	0,999071	0,000129	0,446846	0,966941	0,917754
SCO5121	0,131	1,881	0,065	0,201	-0,41	0,994786	0,000065	0,903058	0,815446	0,493011
SCO5128	0,324	0,188	0,256	0,408	0,421	0,003252	0,059077	0,011006	0,0003	0,000107
SCO5131	-0,161	-0,7	-0,139	0,106	-0,061	0,666528	0,000139	0,434333	0,729617	0,873504
SCO5133	0,027	0,184	-0,928	-0,225	-0,19	0,999071	0,624927	0,005144	0,674584	0,732443
SCO5137	0,636	1,602	0,175	0,728	-0,829	0,388871	0,001047	0,74497	0,259393	0,10636
SCO5138	0,38	0,554	0,26	0,292	-0,488	0,104295	0,004151	0,168192	0,261026	0,013606
SCO5144	0,214	0,047	0,12	0,31	0,761	0,737064	0,89316	0,668223	0,413075	0,004393
SCO5163	-1,009	0,237	-0,626	-0,563	-2,827	0,349934	0,794477	0,377728	0,620683	0,000181
SCO5166	0,398	1,031	0,364	0,61	-0,245	0,283592	0,000216	0,160366	0,044868	0,504306
SCO5171	0,237	1,266	0,77	0,725	0,64	0,908075	0,002898	0,058924	0,175678	0,173207
SCO5173	-0,31	-0,586	-0,428	-0,136	0,029	0,123981	0,000507	0,010026	0,606976	0,947298
SCO5174	0,675	1,847	0,347	0,381	-1,553	0,115564	0,000005	0,323849	0,473677	0,000062
SCO5175	1,14	2,617	0,749	0,649	-1,305	0,070509	0,000013	0,15115	0,404286	0,01737
SCO5176	0,825	1,696	0,799	0,993	-1,162	0,097393	0,000112	0,045235	0,033993	0,006231
SCO5177	0,909	2,147	0,463	0,575	-1,023	0,221312	0,000233	0,417429	0,503163	0,083191
SCO5184	0,016	-0,372	0,071	0,269	0,245	0,999071	0,004777	0,612848	0,082277	0,077651
SCO5207	-0,061	0,186	-0,427	-0,765	-1,082	0,999071	0,586308	0,134416	0,020459	0,000505
SCO5218	-0,187	0,29	-0,562	-0,515	-1,45	0,976183	0,616073	0,247128	0,495293	0,004341
SCO5219	-0,305	0,13	-0,289	-0,212	-1,066	0,745609	0,785811	0,453609	0,75956	0,00582
SCO5222	-0,369	-0,115	0,158	-0,352	-1,067	0,191716	0,657575	0,483653	0,214997	0,000017
SCO5223	-0,131	-0,034	0,23	-0,35	-0,899	0,817743	0,894616	0,206099	0,117976	0,000019
SCO5229	-0,028	-0,349	0,147	-0,07	0,687	0,999071	0,032958	0,37742	0,827631	0,000126
SCO5231	0,168	0,115	0,071	0,147	0,315	0,237928	0,305972	0,521661	0,315421	0,00379
SCO5237	-1,616	-1,308	0,672	-0,274	0,54	0,004401	0,010673	0,181405	0,776136	0,426497
SCO5240	0,2	0,75	-0,189	-0,368	-0,704	0,706161	0,001351	0,42228	0,222397	0,003096
SCO5243	0,241	0,858	0,086	0,081	-0,654	0,435732	0,000041	0,679611	0,831397	0,00115
SCO5244	0,336	0,891	0,073	-0,1	-0,544	0,603338	0,00689	0,855274	0,889901	0,131303
SCO5247	0,533	0,271	0,379	-0,065	-0,66	0,025232	0,216263	0,063559	0,888677	0,002543
SCO5248	0,95	1,1	0,111	-0,261	-1,464	0,086139	0,016812	0,838892	0,759589	0,002281
SCO5249	1,171	1,852	-0,044	-0,364	-2,658	0,004095	0,000009	0,922761	0,521513	0
SCO5250	0,718	0,9	-0,045	-0,256	-2,149	0,002178	0,000071	0,85758	0,40263	0
SCO5251	-0,353	-0,909	-0,343	-0,363	0,191	0,521481	0,004052	0,272819	0,438569	0,726046
SCO5252	-1,128	-0,93	-0,836	-0,536	-0,302	0,0021	0,004752	0,01197	0,210649	0,508908
SCO5268	-0,011	0,367	-0,743	-1,161	-1,467	0,999071	0,425396	0,062517	0,01184	0,000744
SCO5269	0,085	0,076	-0,795	-0,943	-1,657	0,990001	0,821206	0,003076	0,000998	0
SCO5270	-0,092	-0,271	-0,303	-0,509	-0,76	0,938793	0,164929	0,099136	0,016961	0,000204
SCO5271	-0,02	-0,273	-0,217	-0,296	-0,567	0,999071	0,153572	0,236378	0,225563	0,003141
SCO5273	0,012	-0,104	-0,195	-0,393	-0,904	0,999071	0,629216	0,281376	0,064454	0,000015
SCO5276	-0,107	-0,487	-0,799	-0,808	-1,679	0,982613	0,107831	0,008877	0,016152	0,000003
SCO5282	0,335	0,236	0,364	0,339	0,143	0,016022	0,057899	0,004683	0,014524	0,350693
SCO5286	0,032	1,284	0,685	0,36	0,176	0,999071	0,000002	0,003491	0,220227	0,599539
SCO5299	-0,156	-0,214	-0,354	-0,499	-0,653	0,737786	0,286057	0,051137	0,018378	0,000942
SCO5303	-0,088	1,785	0	0,109	-0,152	0,999071	0,00022	0,999456	0,921014	0,884675
SCO5309	0,179	1,18	0,876	0,416	0,632	0,81446	0,00002	0,001098	0,194433	0,013705
SCO5312	-0,263	-0,716	-0,308	-0,019	0,669	0,594729	0,005231	0,222879	0,976952	0,011001
SCO5313	-0,384	-1,392	-0,183	0,189	1,588	0,438221	0,000035	0,573446	0,729848	0,000009
SCO5314	0,333	5,188	2,766	0,383	0,223	0,942231	0	0,000299	0,767594	0,890193
SCO5315	0,469	2,869	1,951	0,814	0,034	0,741378	0,000009	0,00139	0,305575	0,983127
SCO5316	1,023	5,555	2,857	0,694	0,454	0,27003	0	0,000127	0,500424	0,679229
SCO5317	0,023	1,395	0,409	-0,087	-0,314	0,999071	0,002897	0,387661	0,940966	0,68252
SCO5318	0,143	3,152	1,263	-0,178	0,024	0,994589	0	0,008263	0,851175	0,984567
SCO5319	0,245	2,398	1,389	0,101	0,216	0,959891	0,000078	0,014281	0,943875	0,860465
SCO5320	0,083	2,182	0,777	0,1	0,03	0,999071	0,000014	0,072753	0,927904	0,980888
SCO5321	0,023	1,479	0,325	-0,024	-0,125	0,999071	0,000121	0,374476	0,980008	0,876631
SCO5349	-0,094	-0,396	-0,223	-0,076	-0,201	0,867008	0,00853	0,128958	0,78927	0,247391
SCO5353	-0,391	-0,61	-0,151	-0,02	0,305	0,195038	0,007994	0,534863	0,974072	0,258269
SCO5362	-0,238	-0,193	0,542	-0,052	0,204	0,47188	0,372431	0,007744	0,908789	0,433921
SCO5364	0,28	1,196	1,086	0,492	0,294	0,44409	0,000005	0,000028	0,060639	0,269994
SCO5368	0,321	0,154	0,099	0,183	0,881	0,431334	0,605783	0,725752	0,665627	0,001
SCO5378	-0,27	-0,699	-0,217	-0,207	-0,233	0,478465	0,002229	0,342714	0,562543	0,433949
SCO5389	-1,727	-0,091	0,13	-0,633	-0,292	0,009861	0,912182	0,858	0,494649	0,804113
SCO5393	0,054	0,605	-0,026	0,143	-0,149	0,999071	0,005231	0,923486	0,699943	0,671427
SCO5399	0,92	1,093	0,409	1,151	1,115	0,031137	0,003972	0,272637	0,00619	0,004284
SCO5400	0,553	0,53	0,154	0,966	0,722	0,189125	0,107124	0,659951	0,007725	0,03076
SCO5403	0,936	0,876	1,103	0,582	0,727	0,0054	0,004052	0,000765	0,111382	0,019402
SCO5413	-0,411	-0,717	-0,462	-0,213	0,389	0,281957	0,008403	0,080111	0,633961	0,208384
SCO5415	0,071	2,482	0,43	0,561	-0,487	0,999071	0,000216	0,519982	0,582405	0,619921
SCO5420	0,133	1,219	-0,218	-0,239	-0,073	0,990001	0,002986	0,615883	0,745891	0,947462
SCO5425	0,706	0,249	0,324	0,258	0,443	0,002825	0,271361	0,117148	0,406177	0,045779
SCO5432	-0,176	-0,373	-0,432	-0,269	-0,034	0,245603	0,001115	0,000418	0,034633	0,895059
SCO5436	-0,666	0,153	-0,606	-1,034	-1,534	0,45366	0,832185	0,260962	0,11544	0,006231
SCO5440	-0,079	0,356	-0,136	-0,336	-1,268	0,999071	0,263305	0,675793	0,457842	0,000115
SCO5441	0,018	-0,111	-0,71	-0,22	-1,825	0,999071	0,706365	0,004683	0,563151	0
SCO5442	0,482	1,411	-0,149	-0,808	-2,689	0,296052	0,000064	0,672686	0,028089	0
SCO5443	0,212	0,524	-0,577	-0,627	-1,544	0,504847	0,004715	0,002972	0,002391	0
SCO5446	0,05	0,035	-0,193	-0,328	-1,187	0,999071	0,927211	0,504116	0,426051	0,0001
SCO5447	0,094	0,011	-0,003	-0,053	-0,813	0,975951	0,973408	0,991796	0,929785	0,001393
SCO5451	-0,359	-0,433	-0,533	-0,163	-0,163	0,031823	0,003408	0,000783	0,465381	0,38028
SCO5458	-0,324	-0,001	-0,104	0,128	1,121	0,771327	0,998228	0,834085	0,889012	0,009069
SCO5461	0,927	1,403	0,6	-0,065	-0,02	0,023056	0,000223	0,087978	0,943661	0,984222
SCO5466	0,126	1,14	-0,21	-0,484	-1,698	0,990502	0,004065	0,617585	0,401743	0,000095
SCO5472	0,425	0,425	0,441	0,643	-0,131	0,096111	0,043407	0,032247	0,0066	0,718722
SCO5481	-0,27	0,588	0,146	0,048	-0,243	0,416481	0,005321	0,506652	0,925532	0,352921
SCO5484	-0,03	-4,399	-2,013	0,01	0,195	0,99951	0,009014	0,228615	0,998726	0,965436
SCO5485	0,05	-3,92	-1,501	0,224	-0,138	0,999071	0,004444	0,27104	0,949449	0,970219
SCO5486	-0,202	-1,084	-0,378	0,161	0,023	0,81082	0,000215	0,166446	0,752842	0,976828
SCO5491	-0,127	-0,918	-0,396	-0,274	0,173	0,894657	0,000078	0,060304	0,379958	0,592003
SCO5495	-0,17	-0,327	-0,091	-0,077	-0,445	0,50309	0,025971	0,558633	0,78066	0,00351
SCO5521	0,265	2,367	0,226	-0,074	-0,755	0,9856	0,002323	0,797539	0,969962	0,467471
SCO5528	-0,104	-0,544	-0,159	-0,122	-0,064	0,727981	0,000048	0,193064	0,520084	0,782623
SCO5535	-1,232	-1,113	-0,283	-1,033	-0,221	0,004231	0,00442	0,483619	0,018378	0,750336
SCO5545	0,087	0,8	0,214	0,444	0,18	0,991816	0,004163	0,455624	0,225034	0,701305
SCO5556	0,406	1,086	-0,29	0,013	0,074	0,492025	0,002032	0,416369	0,989639	0,933528
SCO5559	0,248	-0,094	0,299	0,315	0,634	0,404528	0,681822	0,105897	0,207261	0,001465
SCO5565	0,459	0,269	0,175	0,665	0,387	0,035927	0,174034	0,36912	0,001904	0,053505
SCO5566	0,282	0,258	0,278	0,479	0,542	0,193443	0,130082	0,084615	0,01013	0,001765
SCO5569	0,373	0,023	0,196	0,246	0,093	0,005758	0,892063	0,098112	0,086217	0,618112
SCO5575	-0,075	0,026	0,596	0,792	0,655	0,999071	0,946891	0,024376	0,008582	0,017807
SCO5577	0,266	0,354	0,429	0,606	0,103	0,184695	0,021357	0,00703	0,000519	0,687061
SCO5579	-0,013	-0,896	0,149	0,102	0,62	0,999071	0,001572	0,615688	0,859547	0,031305
SCO5580	0,058	0,027	0,29	0,242	0,746	0,999071	0,937775	0,23304	0,526329	0,003431
SCO5583	-5,445	0,898	0,473	0,224	-2,979	0,000275	0,552876	0,748155	0,947006	0,027598
SCO5584	-4,83	0,99	0,37	0,052	-3,102	0,000866	0,498865	0,803712	0,988388	0,019117
SCO5585	-3,03	0,318	-0,064	0,005	-2,438	0,002896	0,785811	0,95613	0,998666	0,009624
SCO5588	0,132	-1,15	-0,394	0,096	0,403	0,946839	0,000128	0,154669	0,872088	0,208994
SCO5592	-0,194	0,035	-0,501	-0,084	-0,84	0,823555	0,927211	0,061232	0,890236	0,003384
SCO5603	-0,021	-0,221	-0,704	0,17	-0,285	0,999071	0,444977	0,007705	0,699943	0,378791
SCO5610	-0,31	0,261	-0,16	0,199	-1,199	0,737064	0,544947	0,696103	0,777761	0,002056
